,adf_p_target_level,adf_p_predictor_level,coint_p_value,is_cointegrated,adf_p_target_diff,adf_p_predictor_diff,mutual_info,optimal_lag_aic,granger_p_value_optimal_lag,pearson_lag_0,spearman_lag_0,pearson_lag_1,spearman_lag_1,score,rank
IRLRECD,0.0,7.624651326873666e-05,,False,,,0.0,7,1.1389477833425257e-05,0.0121664577014354,0.0139282642854812,0.0194315227820543,0.0247487617095526,-0.24739508359244167,236
BELRECD,0.0,7.624651326873666e-05,,False,,,0.0,7,1.1389477833425257e-05,0.0121664577014354,0.0139282642854812,0.0194315227820543,0.0247487617095526,-0.24739508359244167,237
NDLRECDM,0.0,7.624651326873666e-05,,False,,,0.0,7,1.1389477833425257e-05,0.0121664577014354,0.0139282642854812,0.0194315227820543,0.0247487617095526,-0.24739508359244167,238
MEXRECD,0.0,7.624651326873666e-05,,False,,,0.0,7,1.1389477833425257e-05,0.0121664577014354,0.0139282642854812,0.0194315227820543,0.0247487617095526,-0.24739508359244167,239
OECDEUROPERECD,0.0,7.624651326873666e-05,,False,,,0.0,7,1.1389477833425257e-05,0.0121664577014354,0.0139282642854812,0.0194315227820543,0.0247487617095526,-0.24739508359244167,240
4BIGEURORECD,0.0,7.624651326873666e-05,,False,,,0.0,7,1.1389477833425257e-05,0.0121664577014354,0.0139282642854812,0.0194315227820543,0.0247487617095526,-0.24739508359244167,241
OECDRECD,0.0,7.624651326873666e-05,,False,,,0.0,7,1.1389477833425257e-05,0.0121664577014354,0.0139282642854812,0.0194315227820543,0.0247487617095526,-0.24739508359244167,242
OBMMIC30YFLVGT80FGE740,0.0,0.8341399546037958,,False,4.8536132268305925e-28,0.0,0.0,10,0.0015319793605201,0.0259612567491806,-0.0058335575913269,0.0799769744049899,0.0755518747941253,-0.24743331031015728,243
BAMLEMRLCRPILASYTW,0.0,0.6690577751471235,,False,3.1528540308330485e-20,1.4520933767523658e-07,0.0,10,0.0003583243621624,0.0169068127684583,-0.0097193102891764,0.2138341447781853,0.2128043853116847,-0.24748071743910152,244
AUSRECDM,0.0,0.0001153878875315,,False,,,0.0,7,8.44108911193611e-06,0.0114055758934723,0.0135739071403195,0.0188403471919398,0.0247339056648235,-0.24750542813226561,245
GRCRECDM,0.0,0.0001153878875315,,False,,,0.0,7,8.44108911193611e-06,0.0114055758934723,0.0135739071403195,0.0188403471919398,0.0247339056648235,-0.24750542813226561,246
BRARECDP,0.0,0.0001153878875315,,False,,,0.0,7,8.44108911193611e-06,0.0114055758934723,0.0135739071403195,0.0188403471919398,0.0247339056648235,-0.24750542813226561,247
GRCRECD,0.0,0.0001153878875315,,False,,,0.0,7,8.44108911193611e-06,0.0114055758934723,0.0135739071403195,0.0188403471919398,0.0247339056648235,-0.24750542813226561,248
AUSRECD,0.0,0.0001153878875315,,False,,,0.0,7,8.44108911193611e-06,0.0114055758934723,0.0135739071403195,0.0188403471919398,0.0247339056648235,-0.24750542813226561,249
IHLIDXNEWGB,0.0,0.1607379995416089,,False,3.920540396057788e-20,4.3764776395605345e-22,0.0269527564214184,10,0.0080838601160479,0.0019743195967456,-0.0002106083548563,0.0615404165390723,0.013730186756801,-0.2476244999669753,250
OBMMIC30YF,0.0,0.7833432826978728,,False,4.8536132268305925e-28,3.1660011197621893e-09,0.0,10,0.0012498996882819,0.0261591746371608,0.0023338388304528,0.0806475527062934,0.0710412350569848,-0.2476506585285514,251
RUSRECD,2.0349895712016825e-30,0.0076011926070636,,False,,,0.0,7,4.6148964639308844e-08,0.0096830481344054,0.0134078218086324,0.0207433471935598,0.0306062143910024,-0.24769093146528207,252
RUSRECDM,2.0349895712016825e-30,0.0076011926070636,,False,,,0.0,7,4.6148964639308844e-08,0.0096830481344054,0.0134078218086324,0.0207433471935598,0.0306062143910024,-0.24769093146528207,253
IHLIDXUSIN,0.0,0.1855419941241546,,False,3.920540396057788e-20,0.0439750200085673,0.0,10,0.0087813160869515,0.046893400126979,0.0098502070352166,-0.038575505420396,-0.0279445101861397,-0.24783816571856104,254
DBAA,0.0,0.8376708658559902,,False,6.499781944510444e-28,2.3841867940759865e-21,0.0086901234016476,10,0.0130758273994468,0.0405153980502005,0.015110265789244,0.1196567984051544,0.0857459582933568,-0.24792973989550474,255
IHLCHGFRTPINDEDO,2.9764781123746136e-30,0.9726689841334658,,False,9.917722468117149e-14,6.283828846259865e-19,0.0,10,0.0113571034455819,-0.0418349404339455,-0.023006866431675,0.0516996825337602,0.0788006055012542,-0.24805866069167068,256
DGASUSGULF,0.0,0.0902317496800353,,False,1.474858958014636e-20,4.6607368550542385e-29,0.0101970605272803,10,0.0498409440959825,0.0913887580534626,0.1058515166071788,-0.08628769136525,-0.1064896586943044,-0.2481729380668728,257
IHLIDXCATPARCH,0.0,0.2882695198252455,,False,3.920540396057788e-20,8.78983335176238e-12,0.0174603536926394,10,0.0082423371630078,0.0017922405315337,0.0144291947320851,-0.0341994169277394,-0.0185124126553876,-0.24818272060031332,258
OBMMIFHA30YF,0.0,0.7722537517432115,,False,4.8536132268305925e-28,1.1500818529880611e-09,0.0,10,0.0033840064157231,0.0233451466040247,-0.0073570310326662,0.0618529998242962,0.0538098464837206,-0.24828338480262016,259
OBMMIC30YFLVLE80FGE740,0.0,0.7860009911184542,,False,4.8536132268305925e-28,1.4776408788044286e-09,0.0039860276662166,10,0.0019279398499047,0.0109267623617068,-0.0058223683280343,0.0868920418604423,0.0740262763898594,-0.24829905733774446,260
DTP10J28,0.0,0.8121549517955633,,False,7.4694809868166245e-28,1.615052548183199e-14,0.0103116551743127,10,0.0148154826335209,-0.0173695751400525,-0.0381985609597383,0.1016554740546071,0.0905732310318536,-0.24830704840856674,261
DEXUSEU,0.0,0.5206178511810091,,False,4.406497512349184e-28,0.0,0.0,10,0.0050836547139234,-0.0107267431536682,0.0256073217552272,-0.1681904694475152,-0.1331125392078802,-0.2484000553946798,262
DTP20J26,0.0,0.8216988733574138,,False,7.4694809868166245e-28,6.60448141996881e-14,0.0,10,0.0076857918448535,-0.0087763330698663,-0.0363292462451347,0.06919394312162,0.0587369554822961,-0.24856375880644127,263
IHLCHGFRTPACCO,2.9764781123746136e-30,0.8847542994931583,,False,9.917722468117149e-14,3.3425922994762777e-15,0.0010255389137103,10,0.0039983241970769,0.0213453459096651,-0.0069289724851774,0.0732076925365742,0.0768346991400412,-0.24856679005660443,264
BAMLC0A0CMEY,0.0,0.8004306015056908,,False,2.4817557820187392e-20,8.005747846026314e-18,0.0390059730069811,10,0.0214442441451057,-0.003307497191501,-0.0175321698002902,0.1382985190349843,0.1138187857842545,-0.24869253635746694,265
BAMLC4A0C710YSYTW,0.0,0.816167178109852,,False,3.1528540308330485e-20,1.1624446798197219e-17,0.0294065884902265,10,0.020375882930501,-0.0117077586316687,-0.023339342693966,0.162674745343784,0.1260530898819228,-0.24876432534159165,266
CHLRECD,0.0,0.5563758745664676,,False,2.738339813022466e-13,0.0,0.0,6,0.0020183583425282,0.0085986806326017,0.0116598326386665,0.0393336841011364,0.0275197944961515,-0.24878149200988445,267
DRGASLA,0.0,0.1073216292810632,,False,1.474858958014636e-20,2.6182858170745345e-19,0.0023435855602551,10,0.0515105697169743,0.1066422679740793,0.1064690617988993,-0.027240286023779,-0.0509935667544151,-0.24882437779744085,268
BAMLCC2A035YTRIV,0.0,0.8080306822311973,,False,3.1528540308330485e-20,9.513658904504652e-11,0.032950435578122,10,0.0208136769775845,-0.0102048810868348,0.0185669295710974,-0.1026768263856062,-0.095538716145304,-0.24885820260961614,269
IHLCHGGBTPTHER,2.9764781123746136e-30,0.8148859327667615,,False,9.917722468117149e-14,2.733771231977876e-14,0.0,10,0.0063696274225615,-0.0189852040823467,0.0117101616796768,-0.0158046870338638,0.031043259903139,-0.24947831439282223,270
BAMLCC0A4BBBTRIV,0.0,0.5783189714892213,,False,3.1528540308330485e-20,3.0370919153304554e-17,0.02916227439936,10,0.0177873221567312,-0.0012011762654216,0.015758075759124,-0.1528590581039708,-0.1229681676567966,-0.2495865487803659,271
IHLIDXUSTPLOST,0.0,0.4544578357591016,,False,3.920540396057788e-20,4.0702569377175505e-05,0.0,10,0.0013657357981806,0.0062444500525317,-0.0029810533103982,-0.0289934961536475,-0.0375605141934305,-0.24962374398297923,272
BAMLC4A0C710Y,0.0,0.0167323041171352,,False,,,0.0143655116502459,10,0.0112704141989148,-0.00440431327031,-0.0156992182167997,0.0187645584900838,0.0077387259534495,-0.2496247102008058,273
BAMLEMPUPUBSLCRPIUSSYTW,0.0,0.7820758915657918,,False,3.1528540308330485e-20,3.2434762919239955e-09,0.0082846911513132,10,0.0278251655879857,0.0681243144064936,0.0303029117413314,0.1064187788665963,0.1287918318146155,-0.24963040539014916,274
DTP10J30,0.0,0.8224401857505517,,False,7.4694809868166245e-28,0.0,0.0135431480398722,10,0.018584388051433,-0.0110655316587096,-0.0397195311162834,0.1155757870773702,0.092205593900384,-0.24964661933509946,275
IHLCHGCATPSEPUSA,2.9764781123746136e-30,0.6271265018649743,,False,9.917722468117149e-14,1.0131146580810271e-20,0.0,10,0.0092975192165784,0.0107414110724406,-0.0285692191416773,0.0009619684765126,-0.0225064572940773,-0.24978794466521956,276
DTP10J27,0.0,0.8099537125426571,,False,7.4694809868166245e-28,7.439094364838429e-14,0.0,10,0.0174780780608211,-0.0275069621836354,-0.0444955151810008,0.0830676713798981,0.0799554525439484,-0.2497909834878648,277
BAMLC0A4CBBBEY,0.0,0.8431778798149967,,False,3.1528540308330485e-20,3.284319233526185e-17,0.0200127978531967,10,0.0142804391741485,0.0060810494628034,-0.0130367669033212,0.1466784945519487,0.1217009222358119,-0.24979783446240764,278
WLEMUINDXD,0.0,0.9990828230520888,,False,3.1528540308330485e-20,1.101548320340385e-22,0.0,10,0.0080640088433677,0.024572462085393,0.0091336475453158,0.0211962019985251,0.0180854906597778,-0.24985499257427618,279
IHLIDXAUTPCHIL,0.0,0.0666776634049042,,False,3.920540396057788e-20,3.041404104576422e-09,0.0094647737512358,10,0.0226695791101475,0.0455345310977074,0.0258114743693936,-0.0247383247620537,0.0025561957025509,-0.25004027634710174,280
EVZCLS,0.0,0.1059949979164114,,False,9.69162992810416e-20,4.828714519264463e-24,0.0163635052124315,10,0.062066169979932,-0.0908422461899404,-0.1242422935622783,0.1180483319967277,0.1522046888483884,-0.25004531297426463,281
DTP10J26,0.0,0.8172733762135679,,False,7.4694809868166245e-28,1.0208331478993669e-13,0.0,10,0.0197722742577643,-0.0327023844579323,-0.0454327869070505,0.073264824639706,0.0718498715138271,-0.25009539256660746,282
BAMLEMPBPUBSICRPISYTW,0.0,0.799902426865879,,False,3.1528540308330485e-20,2.2002657354407806e-09,0.0,10,0.0196908134502397,0.0580771985512039,0.0179788307444879,0.1083951835975996,0.1324101502615114,-0.2502707224505267,283
IHLCHGCATPBAFI,2.9764781123746136e-30,0.178942328109684,,False,9.917722468117149e-14,2.1419145364900383e-22,0.0,10,0.020493945908837,0.0315763449974077,-0.0464335151742569,-0.0503316249821127,-0.0553454589483647,-0.25039659234636835,284
T10Y2Y,0.0,0.7712984601605222,,False,6.514243778879815e-28,1.4533779888543233e-21,0.0146855451145979,10,0.0145141010618389,-0.0034195586129268,0.0210644975608472,0.1193148638390807,0.0568249703370974,-0.2504201257844386,285
DCPN30,0.0,0.7210347841493383,,False,5.37434762844585e-19,0.069748970516981,0.0203574110446052,10,0.0290109847220201,-0.0571920213761419,0.0126170025825392,0.0465819626436589,-0.0005409088400332,-0.2505520092840189,286
DLTIIT,0.0,0.8972482330444149,,False,6.514243778879815e-28,0.0,0.0345528349817305,10,0.0378998768696182,-0.0403559260448294,-0.0353561594958954,0.142815550848264,0.0994345849543492,-0.25067817519742863,287
RPONAGYD,0.0,0.0,,False,,,0.0,10,0.0143201416834466,0.0273599617424994,0.0225791532427544,-0.0543975176693751,0.0199510461428252,-0.2507341451748532,288
FIN2140AAVOL,0.0,0.000300302124424,,False,,,0.0,2,0.0024619981765661,0.0014595059098227,0.0005307224463622,-0.0304961333677308,0.0102903443243086,-0.25078577643500793,289
NONFINGT80AAAMT,0.0,2.1062704002897235e-07,,False,,,0.0220135769532423,10,0.027416717765585,0.0404950347186175,0.0163355666830861,-0.0374381012007495,-0.0100086077667694,-0.2508809115754152,290
ESTRECDM,0.0,0.5748628465626384,,False,2.738339813022466e-13,0.0,0.0,9,0.0110656998966545,0.0168486396192556,0.0185185577202351,-0.0331061635784723,-0.0541222625090979,-0.2508895602247127,291
RPTSYD,0.0,4.226402951400072e-06,,False,,,0.0,10,0.0094766750848099,0.0235425659073523,0.0048084971792231,-0.0442287663084949,-0.0027761468374016,-0.25095556372526645,292
BAMLCC1A013YTRIV,0.0,0.975905756666912,,False,3.1528540308330485e-20,2.322435366285924e-05,0.0239007890586449,10,0.0244581758247187,-0.0169414120058687,0.0230220616116392,-0.0572123807670916,-0.0803937445220051,-0.2510067651564077,293
RPAGYD,0.0,0.0,,False,,,0.001010005545903,10,0.0155468989733005,0.0270983646475861,0.02255809282835,-0.0546306291835873,0.016963560699036,-0.25105111273254604,294
IHLCHGGBTPCHIL,2.9764781123746136e-30,0.9733517782230464,,False,9.917722468117149e-14,5.468533515723924e-18,0.0359788660314741,10,0.0302696685915138,-0.0218123582841456,0.016689451274977,0.019902234306955,0.0312858737322014,-0.2510619132743984,295
OBMMIVA30YF,0.0,0.7927383438365868,,False,4.8536132268305925e-28,0.0,0.0,10,0.0146598143707713,0.0466035926224904,-0.000343992844584,0.0381554759227176,0.0651024214611875,-0.25116916720160104,296
BAMLC2A0C35YSYTW,0.0,0.7992020568608377,,False,3.1528540308330485e-20,1.0052257103575625e-10,0.0394956048083954,10,0.0294753545640977,0.0068452280773265,-0.0193236266088856,0.1091698800419323,0.1032877438336452,-0.25127413539533877,297
IHLCHGFRTPITOPHE,2.9764781123746136e-30,0.9491589152971152,,False,9.917722468117149e-14,1.4349101987523405e-19,0.0,10,0.0149377136571724,-0.0251475313091517,-0.0207771903234144,0.009420766559682,0.0459109903935925,-0.25138261329961237,298
OBMMIC30YFLVGT80FB700A719,0.0,0.7823638097736622,,False,4.8536132268305925e-28,3.288182871199568e-08,0.0,10,0.0072581814352449,0.0029324233160557,-0.009459766440032,0.0644460473528255,0.077111666354151,-0.2516640535984892,299
OBMMIC30YFLVLE80FB680A699,0.0,0.8044745265095542,,False,4.8536132268305925e-28,1.995162158270999e-19,0.0100862163813877,10,0.0157619227399275,0.0131532764744408,0.0109686905684298,0.0318939702778152,0.0324633126731065,-0.2518753291154064,300
T5YIE,0.0,0.0216279980231201,,False,,,0.0113792465100233,5,0.02702588752196,-0.0227040853029577,-0.0432661803043074,-0.0452240186169994,-0.0653440732448677,-0.2519374791460529,301
RPONTSYD,0.0,4.328397503967914e-06,,False,,,0.0,10,0.01194820642488,0.0232660000030852,0.0049927977630092,-0.0430736462755751,0.0029346785403417,-0.25195340279334255,302
DEXCHUS,0.0,0.7393840430695428,,False,4.406497512349184e-28,3.4449705388726674e-13,0.0146466188842349,10,0.0220513787040622,0.0170971118470197,-0.0222004674116987,0.0854627361887676,0.0679786018958781,-0.25196146977890604,303
IHLCHGFRTPINDUENGI,2.9764781123746136e-30,0.9944486782662472,,False,9.917722468117149e-14,1.0590306560331811e-14,0.0,10,0.0142649892440528,0.0142391865938889,0.0229031200127541,-0.0122485111296677,0.0341009273307366,-0.25199176503695686,304
DGS20,0.0,0.6326944224353557,,False,6.514243778879815e-28,0.0,0.0102648564101883,10,0.0249641273330647,0.0275798035285285,0.0316512753950231,0.0834155910916596,0.0367398316265256,-0.25200957175883304,305
DTP20J27,0.0,0.8137490394065041,,False,7.4694809868166245e-28,6.235817429595004e-14,0.0,10,0.0226550259393088,-0.0262463080712923,-0.0435718212920129,0.0796543797006746,0.0777725001582716,-0.25208019743939303,306
IHLCHGGBTPADMIASSI,2.9764781123746136e-30,0.8300687143729388,,False,9.917722468117149e-14,3.612988243445969e-12,0.0158663809361381,10,0.0237066930174626,-0.0021765327990856,-0.0393895026327608,-0.0108481939757326,0.0009787345640747,-0.25215279747657277,307
IHLIDXCATPINDEDO,0.0,0.5632060881465856,,False,3.920540396057788e-20,0.002705743837753,0.0,10,0.0085357604548608,0.0109631710776792,-0.0008970827421603,-0.0049762104637223,-0.0005995195242842,-0.2522282787999604,308
RIFSPPNAAD30NB,0.0,0.7210347841493383,,False,5.37434762844585e-19,0.069748970516981,0.0119152723569557,10,0.0290109847220201,-0.0571920213761419,0.0126170025825392,0.0465819626436589,-0.0005409088400332,-0.2522404370215488,309
IHLIDXFRTPINSU,0.0,0.2543074855300532,,False,3.920540396057788e-20,3.1985406389701476e-21,0.0,10,0.0116696241718487,0.002030292527482,0.0166288466861929,0.0145432623973632,0.0251829514688841,-0.252801935747372,310
RPONTTLD,0.0,2.3761335325261788e-08,,False,,,0.0049502707108177,10,0.0128200817721727,0.0041937103485222,0.0078740372709754,-0.0248022771549683,-0.0040984018045675,-0.2529312038047558,311
BAMLC2A0C35YEY,0.0,0.8011376511093669,,False,3.1528540308330485e-20,9.133292931063496e-11,0.0217049890603475,10,0.0234727663040219,0.0116723992670301,-0.0092021928045432,0.1083248142508703,0.0985679387081398,-0.2529606495023819,312
RPTTLD,0.0,5.0077022408958895e-08,,False,,,0.0014921688218381,10,0.0114195010538158,0.0043519177975082,0.0081199313122408,-0.0243094345217282,-0.0042292603011943,-0.2530221817461838,313
BAMLC4A0C710YEY,0.0,0.8204697326690733,,False,3.1528540308330485e-20,8.391039904022489e-18,0.0136518888347931,10,0.0222749139747911,-0.0117794575640278,-0.0197820322470515,0.165073000635281,0.1230906985452257,-0.25302343884184986,314
IHLCHGFRTPSALE,2.9764781123746136e-30,0.7501037988683914,,False,9.917722468117149e-14,2.3578975621700822e-14,0.033820102608963,10,0.0406462879740203,0.0023022468447429,0.0584249985118718,0.0377221077086082,0.05273797035186,-0.25342177013215406,315
IHLCHGAUTPSEPUSA,2.9764781123746136e-30,0.7343754140768215,,False,9.917722468117149e-14,1.5784450330028854e-08,0.0042138156483209,10,0.0161450480360893,-0.0118390837625587,0.0086459882090432,-0.0533899468074097,-0.0321731670346136,-0.2535667488876113,316
BAMLC3A0C57YEY,0.0,0.7814442580654867,,False,3.1528540308330485e-20,6.653777807262657e-11,0.0244848912480115,10,0.0250898764194831,0.0069656651031324,-0.0086666866061414,0.1271091135519386,0.1112119268470314,-0.25357573714726356,317
BAMLC7A0C1015YSYTW,0.0,0.819025258227766,,False,3.1528540308330485e-20,1.4368120326004937e-18,0.0154606266297325,10,0.0232647195059409,-0.0061765231853255,-0.0197126175574109,0.1593319419907357,0.1275005493838593,-0.2536248484021562,318
RIFSPPAAAD30NB,0.0,0.7280884079685038,,False,5.3594958048505975e-28,0.0125147244122787,0.0,10,0.0155963258541701,-0.0200023400175785,-0.0051670236907584,0.0910374887984287,0.0793071231359934,-0.2537215939708343,319
BAMLC0A0CMSYTW,0.0,0.8331281629154063,,False,3.1528540308330485e-20,9.765148131669304e-18,0.0251486463695589,10,0.0259862093161327,-0.00025068349861,-0.0143717421359496,0.1351958706982771,0.1163246005362469,-0.25390251188908536,320
THREEFF10,0.0,0.710755913140799,,False,6.514243778879815e-28,0.0,0.0,10,0.0272323329998577,0.0335844469543025,0.0321319644446495,0.0536664357409237,0.0167796481518,-0.2543212920600479,321
DTP10J29,0.0,0.8374770735490087,,False,7.4694809868166245e-28,0.0,0.0362834667090807,10,0.0368297795933685,-0.0035202284146105,-0.0279777017423703,0.0987933963655773,0.0810666829651559,-0.2543254254798331,322
THREEFFTP9,0.0,0.5591494490268074,,False,6.514243778879815e-28,0.0,0.0194157806845698,10,0.0350672505424074,0.0299713416040147,0.0279223493233082,0.0523418469387754,0.0161792914505874,-0.25435437498731667,323
IHLIDXCATPITOPHE,0.0,0.8134086930958138,,False,3.920540396057788e-20,2.1072210297215624e-27,0.0152929850783598,10,0.0243424169597736,0.0026459362013659,-0.0202078021390003,-0.0059184669125325,-0.045604466512839,-0.2543929959342009,324
NORRECDM,0.0,0.5720758272297842,,False,2.738339813022466e-13,0.0,0.0,9,0.0279432190545482,0.0373173710650365,0.0301783903589017,-0.0118343102548475,-0.0238504885633313,-0.2544277114794255,325
RIFSPPNA2P2D90NB,8.120616041113538e-21,0.868459120682571,,False,1.3185905735096679e-15,5.11665415574908e-05,0.025045818860137,10,0.03823904285006,-0.0388829141223558,0.0190530616903154,0.0675017647714882,0.0368291663415352,-0.2544928557867294,326
BAMLC3A0C57YSYTW,0.0,0.7804719353796574,,False,3.1528540308330485e-20,6.837350402680864e-11,0.0064146650979886,10,0.0183929547510519,0.0050691849831907,-0.0104908139952768,0.128484979088049,0.1117163460442747,-0.2545182489829763,327
IHLCHGGBTPPHAR,2.9764781123746136e-30,0.9806112458947316,,False,9.917722468117149e-14,9.740083576702949e-16,0.0,10,0.0209168888962879,-0.0054015309387126,-0.0320061640472269,-0.0663849493018992,0.0260132053429144,-0.2546259860599212,328
THREEFF9,0.0,0.7060593098098419,,False,6.514243778879815e-28,0.0,0.0,10,0.0282138575472843,0.0333463014978241,0.0321779353418024,0.0534632333419786,0.0166195401254217,-0.2547331193349511,329
IHLIDXNEWAU,0.0,0.0691590232554263,,False,3.920540396057788e-20,3.0444545562477493e-25,0.0,10,0.0186850616085448,-0.008283239078718,0.0189888319467102,0.0285930787069306,-0.0007512969247786,-0.2547468175408751,330
DTP10L27,0.0,0.8055798167008119,,False,7.4694809868166245e-28,3.012405312045457e-14,0.0,10,0.0214278849989552,-0.0093961889903057,-0.0271388117552617,0.0810685005244503,0.0804237517240667,-0.25491765392502536,331
BAMLCC4A0710YTRIV,0.0,0.6280324419085674,,False,3.1528540308330485e-20,1.0671147847757912e-17,0.0190191938757346,10,0.0296568822400779,0.0093429682707683,0.0219527466062302,-0.1555062017722055,-0.1210930099269318,-0.2549293426331844,332
BAMLC7A0C1015YEY,0.0,0.8207117472842171,,False,3.1528540308330485e-20,1.4047633207681374e-18,0.01423726863554,10,0.0245608165830334,-0.0013390151043973,-0.0168732896973173,0.155188959961927,0.1216876698143391,-0.2551556424259339,333
IHLCHGAUTPCUSTSERV,2.9764781123746136e-30,0.5578461010469237,,False,9.917722468117149e-14,1.6670929090536594e-07,0.000776408811586,10,0.0222553762866814,0.0123771449392468,-0.0227966296857291,-0.0183590285761964,-0.0430195480950134,-0.2552294912898578,334
DTP3HA32,0.0,0.8649844504725823,,False,7.4694809868166245e-28,0.0,0.0149585510394687,10,0.0267645447777084,-0.0020988351403177,-0.0218408852659541,0.1171100401535054,0.0924253423793304,-0.25532013566256245,335
BAMLEMEBCRPIESYTW,0.0,0.7702624322868101,,False,3.1528540308330485e-20,3.443832029167131e-08,0.0,10,0.0486299482979351,0.057922025836381,0.0826872229041048,0.0815362517906648,0.0736869831521037,-0.25539105444512544,336
IHLIDXUSTPMECO,0.0,0.6404575959886909,,False,3.920540396057788e-20,2.3555205008075976e-06,0.0,10,0.0274491323267909,-0.0308887865818635,-0.0240262623615508,-0.0341639147097024,-0.0250455174322222,-0.25548814803637493,337
THREEFF8,0.0,0.6984594308767188,,False,6.514243778879815e-28,0.0,0.0,10,0.0298217863719833,0.0329615238515026,0.0312256204256644,0.0530458382778976,0.0167244935190068,-0.2555100001210766,338
DTP10L29,0.0,0.8226098806497821,,False,7.4694809868166245e-28,0.0,0.0,10,0.0246691338315218,-0.0079043238741472,-0.0350129653573494,0.107119180306461,0.0865774910645762,-0.25557592460945905,339
BAMLEMALLCRPIASIAUSOAS,0.0,0.020248085150006,,False,,,0.028085765007936,4,0.0457465999946158,0.0341357377014309,0.0367411469346916,0.0314234995973877,0.0384925497364469,-0.25559379853264685,340
BAMLCC3A057YTRIV,0.0,0.6110553610864311,,False,3.1528540308330485e-20,5.5628802826487215e-11,0.0087422261482457,10,0.0254737643380753,-0.0113657083846002,0.0155350412230714,-0.1202479843047202,-0.1049866991720909,-0.25575098554481385,341
DNKRECDM,0.0,0.5279363624874387,,False,1.2131885142191438e-12,0.0,0.0021276401873419,9,0.0185181509862523,-0.0030661707702984,-0.0072350011260616,-0.0457570233367682,-0.0658077043508326,-0.25595161516739656,342
MSCRECDM,0.0,0.5279363624874387,,False,1.2131885142191438e-12,0.0,0.0021276401873419,9,0.0185181509862523,-0.0030661707702984,-0.0072350011260616,-0.0457570233367682,-0.0658077043508326,-0.25595161516739656,343
IHLIDXAUTPLOST,0.0,0.2050043840347847,,False,3.920540396057788e-20,8.0210398747073e-11,0.0,10,0.0179514457002819,-0.0029370278059004,0.0063191952699112,-0.0033353563573538,0.0149037975176928,-0.2562549559725316,344
BAMLCC8A015PYTRIV,0.0,0.6487092009310993,,False,3.1528540308330485e-20,1.3295579028132156e-18,0.0046326027798504,10,0.0205415303262688,-0.001135760268745,0.0086773966647977,-0.1463840542504695,-0.1094905080416502,-0.2563087758811831,345
BAA10Y,0.0,0.0191050566955169,,False,,,0.0637262252403467,4,0.0595695621927876,0.0190891623836399,0.0281745573393672,0.0295352576183113,0.0408743642201022,-0.256356207856745,346
T5YFF,0.0,0.6189636882585364,,False,6.514243778879815e-28,2.139871334900832e-30,0.0216435851723324,10,0.0446518906310741,0.0640534924504054,-0.0070056825248343,-0.0166053437657521,0.0209090595307408,-0.2564261217204392,347
BAMLC0A1CAAASYTW,0.0,0.776180328105996,,False,3.1528540308330485e-20,0.0,0.0132413923579366,10,0.0303653449433994,0.0161489988349758,-0.0123441115930355,0.0986104521464214,0.0807514835973474,-0.2566485484629713,348
THREEFF7,0.0,0.6864769409088017,,False,6.514243778879815e-28,0.0,0.0,10,0.0323815201923247,0.0322740285123418,0.028802717082549,0.0523263814058378,0.0172698401955333,-0.2568449335174408,349
IHLIDXGBTPITOPHE,0.0,0.70924251255429,,False,3.920540396057788e-20,8.795976554392397e-11,0.0112285662954674,10,0.0317080799326194,-0.0215753504403865,-0.0113438038748275,-0.0130775302198766,0.0139541840894964,-0.25714560328243286,350
THREEFFTP10,0.0,0.5886994193385491,,False,6.514243778879815e-28,0.0,0.0004938974889454,10,0.0332501375369355,0.0306624746332173,0.0287016193315986,0.052816937024265,0.0160084215535286,-0.25726486612050353,351
IHLIDXUSTPHUMARESO,0.0,0.2669953295713348,,False,3.920540396057788e-20,0.0433454871216025,0.002658707198782,10,0.0237066443463829,0.0002646421976693,-0.0153556176394728,-0.0453851386773753,-0.0343159118904296,-0.2573888903150826,352
BAMLEM1RAAA2ALCRPIUSTRIV,0.0,0.5806317095028327,,False,3.1528540308330485e-20,1.514003486075605e-13,0.0,10,0.0588577848057257,-0.1029759310083152,-0.0580522277616714,-0.0492969124287091,-0.0514972964782913,-0.25744029804529167,353
IHLCHGGBTPINDEDO,2.9764781123746136e-30,0.3870729870434062,,False,9.917722468117149e-14,0.0027466899925141,0.0,10,0.0305379009750306,-0.0071274696063502,-0.0394422906441484,-0.0649683075059238,-0.0236606259293444,-0.2575581843649624,354
BAMLEMRACRPIASIAEY,0.0,0.7580001667192856,,False,3.1528540308330485e-20,0.0,0.0437203029201835,10,0.0938993764911307,0.124195634026392,0.0835261087335124,0.0278910364638195,0.0262972837898383,-0.2580435157364251,355
IHLCHGAUTPINDUENGI,2.9764781123746136e-30,0.5808578494483216,,False,9.917722468117149e-14,4.22533479978804e-10,0.0196243168916891,10,0.0363038132850878,-0.009175635478898,-0.0162464743857006,0.0223852922856521,0.0189278154343851,-0.25805445094923746,356
IHLCHGGBTPREALESTA,2.9764781123746136e-30,0.5781681888217939,,False,9.917722468117149e-14,6.417773903133716e-21,0.0,10,0.0276991932397197,0.0259975075082834,0.0032384757908505,0.0016442153809768,-0.0099722383554283,-0.2581560789659745,357
